Spanish Word,Translation,Gender,Part-of-Speech
acribillar,"to pester, badger; to riddle, pepper (with holes, bullets etc.)",,{v}
acrilato,acrylate,m [organic compound],{noun}
acrilonitrilo,acrylonitrile,m [organic compound],{noun}
acrimonia,acrimony,f,{noun}
acristalado,having crystals or crystal glass; covered in crystal,,{adj}
acritud,"bitterness, acridness",f,{noun}
acrílico,acrylic; acrylic,,{adj}; {noun}
acrónimo,phonetic acronym,m,{noun}
acrobacia,acrobatics,f,{noun}
acrobatismo,acrobatics,m,{noun}
acrobático,acrobatic,,{adj}
acromático,achromatic (all senses),,{adj}
acrópolis,acropolis,f,{noun}
acérrimamente,"strongly, vigorously",,{adv}
acérrimo,"die-hard, extreme; very strong; vigorous; with tenacity",,{adj}
acústica,acoustics (a quality of a space for doing music),f [physics],{noun}
acústicamente,acoustically,,{adv}
acústico,acoustic; hearing aid,,{adj}; {noun}
acta,certificate; election results; minutes,f,{noun}
acético,acetic,,{adj}
actinio,actinium,m,{noun}
actitud,"attitude, disposition, policy; posture, pose, stance",f,{noun}
activación,activation,f,{noun}
activado,"activated, enabled",,{adj}
activador,activating; activator,,{adj}; {noun}
activadora,feminine form of activador,f,{noun}
activamente,actively,,{adv}
activar,to activate; to enable; to stimulate,,{v}
actividad,activity,f,{noun}
activismo,activism,m,{noun}
activista,activist,mf,{noun}
activo,active; top; Any property or material right of an enterprise or individual,,"{adj}; {adj} [slang, gay sexuality]; {noun}"
actínido,actinide,m [inorganic chemistry],{noun}
acto,act,m,{noun}
actor,(person who performs in a theatrical play or movie),"m [l/en, actor]",{noun}
actor voz,voice actor,m,{noun}
actriz,actress,f,{noun}
actriz voz,voice actor,f,{noun}
actuación,act; acting; performance,f,{noun}
actual,"factual; actual, real; present, current",,{adj}; {adj} [philosophy]; {adj}
actualidad,present,f,{noun}
actualización,An update,f,{noun}
actualizar,to bring to fruition; to actualize; to update,,{v}
actualmente,"at present, currently, now, nowadays",,{adv}
actuar,"to act, to perform; to actuate",,{v}
Acuña,Spanish surname,,{prop}
acuñación,"coining, minting",f,{noun}
acuantiar,To set the amount or quantity of,,{v}
acuaporina,aquaporin,f [protein],{noun}
acuñar,to coin (word or expression); to mint (money),,{v}
acuarela,watercolors (paint used in watercolor); watercolor (artwork); watercolor (painting technique),f [in the plural]; f; f,{noun}
acuario,aquarium,m,{noun}
acuartelar,to billet; to quarter,,{v}
acuchillar,"to cut open; to knife, to stab (injure or kill by stabbing with a knife); to sand, to abrade (the process of using abrasive tools, in particular, on wood)",,{v}
acuciante,urgent,,{adj}
acuciar,to encourage or urge on,,{v}
acuclillarse,to squat,,{vr}
acudir,..; (~ a) go to,,{v}
acueducto,aqueduct,m,{noun}
acuerdo,agreement; compromise,m,{noun}
a cuerpo de rey,like a king,adv [idiomatic],{noun}
a cuestas,On the back or shoulders; piggyback,,{adv}
acuicultura,aquaculture,f,{noun}
acullá,yonder,,{adv}
aculturación,acculturation,f,{noun}
aculturar,"to acculture and assimilate a different society's habits, especially a more developed one",,{v}
acuminado,acuminate,"adj [botany, mycology]",{noun}
acumulación,accumulation,f,{noun}
acumulador,"accumulator (one who, or that which, accumulates); rechargeable battery",m,{noun}
acumular,to accumulate,,{v}
acumularse,to accumulate,,{vr}
acunar,to cradle,,{v}
acupuntura,acupuncture,f,{noun}
acurrucar,to tuck in. acurrucame: tuck me in; to wrap up,,{v}
acurrucarse,"to huddle (away from the cold, etc.)",,{v}
acusación,accusation,f,{noun}
acusado,accused; accused,,{adj}; {noun}
acusador,accusatory; accuser; complainant; prosecutor,,{adj} [legal]; {noun}; {noun}; {noun}
acusar,"to accuse, to charge, to indict; to arraign; to criminate; to prosecute",,{v}
acusativo,accusative,,{adj}
acuático,aquatic,,{adj}
Aída,female given name,,{prop}
adagio,adagio; adage (old saying); adagio,adv [music]; m; m [music],{noun}
adaguar,to give water to cattle,,{v}
Adalberto,"male given name, an older form of Alberto ( = Albert)",,{prop}
adalid,military commander,m,{noun}
Adam,Adam,,{prop}
adamantano,adamantane,m [organic compound],{noun}
adamante,diamond,m [archaic],{noun}
adaptabilidad,adaptability,f,{noun}
adaptable,,,"{adj} [l/en, adaptable]"
adaptación,adaptation,f,{noun}
adaptado,adapted,,{adj}
adaptador,adapter,m,{noun}
adaptar,"to adapt, adjust; to tailor",,{v}
adaptativo,adaptive (able to adapt),,{adj}
adarga,leather shield,f,{noun}
adarme,"A Spanish peso equivalent to three tomín; tittle, bit (very small part of something)",m [historical]; m,{noun}
adarvar,"to stun, to shock",,{v}
Addis Abeba,Addis Ababa (capital of Ethiopia),,{prop}
adecentar,to tidy; to clean up,,{v}
adecuadamente,adequately,,{adv}
adecuado,"appropriate, suitable; right",,{adj}
adecuar,to adapt,,{v}
adefesio,"ugly, ridiculous; idiotic action; ugly, ridiculous person or thing",,{adj}; {noun}; {noun}
a. de J.C.,BC (Before Christ),,{abbr}
Adela,"female given name, equivalent to English Adela and Adele",,{prop}
Adelaida,"Adelaide, the city in Australia; female given name, cognate to Adelaide",,{prop}
adelantado,"rash, precipitate (hasty, not careful or considered); A governor of a province; a commander",,{adj}; {noun}
adelantar,to advance; to improve; to outstrip; to overtake (pass a more slowly moving object),,{v}
adelantarse,"jump the gun; to go forward, reflexive form of adelantar; to take the lead",,{v}; {vr}; {v}
adelante,forward; Come in!; Go ahead!,,{adv}; {interj}; {interj}
adelanto,advance (anticipated payment); down payment (anticipated payment made to secure a purchase); progress,m,{noun}
adelfa,oleander,f,{noun}
adelgazar,"to lose weight; to make thin or slender; to refine, to purify",,{v}
adelgazarse,to become thin or slender; to lose weight,,{v}
Adelia,"female given name, a variant of Adela",,{prop}
Adelina,"female given name, diminutive of Adela, equivalent to English Adeline",,{prop}
ademán,"gesture; manners; posture, position",m; m [in the plural]; m,{noun}
además,in addition; furthermore,,{adv}
adenilato,adenylate,m,{noun}
adenina,adenine,f [organic compound],{noun}
adenitis,adenitis,f,{noun}
adenín,adenine,,{adj}
adenoide,adenoid,"f [chiefly, in the plural]",{noun}
adenoidectomía,adenoidectomy,f,{noun}
adenología,adenology,f,{noun}
adenosina,adenosine,f [organic compound],{noun}
adenosín,adenosine,,{adj}
adenosín trifosfato,"adenosine triphosphate, ATP",m,{noun}
adentro,inside,,{adv}
adentro de,into,,{prep}
adepto,supporter,m,{noun}
adequadamente,obsolete form of adecuadamente,,{adv}
adequado,obsolete form of adecuado,,{adj}
adereçar,obsolete form of aderezar,,{v}
aderezado,favourable,,{adj}
aderezar,"to dress (for cooking, etc.)",,{v}
aderezo,seasoning,m,{noun}
adeudar,"to debit, charge; to owe",,{vt} [ditransitive]
adherir,"to adhere, stick",,{v}
adhesión,adhesion,f,{noun}
adhesivo,adhesive; adhesive; sticker,,{adj}; {noun}; {noun}
adhocracia,adhocracy,f,{noun}
adicción,addiction,adjf,{noun}
adición,"addition; check (in a restaurant, etc.)",f; f [Latin America],{noun}
adicional,additional,,{adj}
adicionalmente,additionally,,{adv}
adicionar,to add (numbers),,{v}
adicta,feminine form of adicto,f,{noun}
adictivo,addictive,,{adj}
adicto,addicted; addict,,{adj}; {noun}
adiestramiento,"dressage; practice, training",m,{noun}
adiestrar,to train,,{v}
a diestro y siniestro,"left, right and centre",adv [idiomatic],{noun}
adinerado,affluent; wealthy,,{adj}
adinerar,to enrich (make wealthy),,{vr} [colloquial]
adiosito,diminutive form of adiós,m,{noun}
a Dios rogando y con el mazo dando,God helps those who help themselves,,{proverb}
adipato,adipate,m [organic compound],{noun}
adiponectina,adiponectin,f [protein],{noun}
adiposidad,adiposity,f,{noun}
adiós,"goodbye, farewell",,{interj}
aditivo,additive,m,{noun}
adive,jackal,m,{noun}
adivina,feminine form of adivino,f,{noun}
adivinación,"foresight, guessing",f,{noun}
adivinador,"divining, foretelling (attributive); guessing, guesswork (attributive); diviner, foreteller; guesser",,{adj}; {noun}; {noun}
adivinadora,feminine form of adivinador,f,{noun}
adivinanza,foresight; riddle,f,{noun}
adivinar,to divine or foretell; to guess,,{v}
adivino,seer,m,{noun}
adjetival,adjectival,,{adj}
adjetivo,"adjective, a word that modifies or describes a noun or pronoun",m [grammar],{noun}
adjetivo cardinal,A cardinal numeral,m,{noun}
adjudicar,"to adjudge, assign, award, appropriate",,{v}
adjuntar,"To enclose, to attach (as in correspondence, e-mail)",,{v}
adjunto,attached,,{adj}
adjustable,"adjustable, regulable",,{adj}
ad líbitum,"ad lib, ad libitum",,{adv}
adúltera,feminine form of adúltero,f,{noun}
adúltero,adulterous; adulterer,,{adj}; {noun}
administración,"administration, or running of a business or organisation",f,{noun}
administrador,administrator,m,{noun}
administrar,To administer,,{v}
administrativamente,administratively,,{adv}
administrativo,administrative,,{adj}
admirable,,"adj [l/en, admirable]",{noun}
admiración,admiration,f,{noun}
admirador,admirer,m,{noun}
admiradora,feminine form of admirador,f,{noun}
admirar,to admire,,{v}
admirativo,admiring,,{adj}
admisible,admissible,,{adj}
admisión,"admission, acknowledgment; admittance; approval, admission; intake",f,{noun}
admitir,"to accept, to admit, to agree to, to concede; to admit, to let in; to permit, to allow",,{v}
admonición,admonition,f,{noun}
Adán,male given name. Spanish equivalent of Adam,,{prop}
Adén,Aden (seaport of Yemen),,{prop}
ADN,DNA,"initialism [biology, genetics]",{noun}
adnato,adnate,"adj [botany, mycology]",{noun}
adónde,to where,,{adv} [interrogative]
adobar,to marinate,,{v}
adobe,adobe,m,{noun}
adobo,A delicacy of marinated meat,m,{noun}
adolecer,to suffer,,{v}
adolescencia,adolescence,f,{noun}
adolescente,teenager,mf,{noun}
Adolfito,A diminutive of the male given name Adolfo,,{prop}
Adolfo,"male given name, the Spanish equivalent of Adolph",,{prop}
adolorido,"painful, aching (afflicted or suffering with pain)",adj [Latin America],{noun}
Adolpho,.,"prop [given name, male, ]",{noun}
adonde,where; whereto,,{adv}
adondequiera,"wherever, anywhere",,{adv}
adopción,adoption,f,{noun}
adoptable,adoptable,,{adj}
adoptada,feminine form of adoptado,f,{noun}
adoptado,adopted; adoptive; adoptee,,{adj}; {noun}
adoptar,to adopt,,{vt}
adoquinado,paved,,{adj}
adoquinar,to pave,,{v}
adoquín,"idiot, blockhead; paving stone, flagstone",m [colloquial]; m,{noun}
adorable,,,"{adj} [l/en, adorable]"
adoración,adoration,f,{noun}
adorador,admirer; adorer; worshiper,m,{noun}
adorar,"adore, worship",,{v}
adormecer,"To make numb; To make sleepy, or lull",,{v}
adormecerse,"To go numb (part of the body); To go to sleep, or doze off",,{vr}
adormecido,"sleepy, dozy, drowsy",,{adj}
adornar,to adorn,,{v}
adorno,adornment,m,{noun}
adosada,townhouse,f,{noun}
adosado,"Usually of houses and buildings: adjacent and touching, contiguous, attached",,{adj}
a dos velas,"broke, penniless",,{adv}
adípico,adipic,,{adj}
adquirir,to acquire; to buy,,{vt}
adquisición,procurement; acquisition,f,{noun}
adquisitivo,acquisitive,,{adj}
adrede,on purpose,,{adv}
adrenalectomía,adrenalectomy,f,{noun}
adrenalina,adrenaline,f,{noun}
adrenocorticotropo,adrenocorticotropic,,{adj}
adrenérgico,adrenergic,,{adj}
Adriana,"female given name, cognate to English Adriana",,{prop}
Adriano,"Hadrian (emperor); male given name, cognate to Adrian; more popular in the form Adrián",,{prop}
Adrián,male given name; the Spanish equivalent of Adrian,,{prop}
adscribir,"to designate, to assign",,{v}
aduana,customs (office that taxes imported goods),f,{noun}
aducción,adduction,f,{noun}
aducir,"to allege, adduce, cite, give as proof",,{v}
aductor,adductor,m [anatomy],{noun}
aductor corto del muslo,adductor brevis,m,{noun}
aductor corto del pulgar,abductor pollicis brevis,m,{noun}
aductor del meñique,abductor minimi digiti,m,{noun}
aductor del pulgar,adductor pollicis,m,{noun}
aductor mayor del muslo,adductor magnus,m,{noun}
aductor mediano del muslo,adductor longus,m,{noun}
aductor menor,adductor brevis,m,{noun}
adueñar,to become a master of something; to dominate a group,,{v}
adueñarse,"to appropriate, to take ownership",,{v}
adujar,To coil a rope or cable,,{v}
adulador,"adulator, sycophant",m,{noun}
aduladora,feminine form of adulador,f,{noun}
adular,to flatter,,{v}
adulteración,adulteration (The action of adulterating),f,{noun}
adulterar,to adulterate,,{v}
adulterio,adultery,m,{noun}
adultez,adulthood,f,{noun}
adulto,adult; adult,,{adj}; {noun}
a duras penas,"barely, hardly",adv [idiomatic],{noun}
advenediza,feminine form of advenedizo,f,{noun}
advenedizo,"upstart; upstart, social climber",,{adj}; {noun}
advenimiento,"coming, advent",m,{noun}
advenir,to arrive; to happen,,{vi}
adventurero,A thrillseeker or adventuresome person,m,{noun}
adverbial,,,"{adj} [l/en, adverbial]"
adverbio,adverb (lexical category),m,{noun}
adversario,adversary,m,{noun}
adversidad,"adversity, misfortune, difficulty",f,{noun}
adverso,adverse,,{adj}
advertencia,advice; remark; warning,f,{noun}
advertir,to notice something; to warn,,{v}
adviento,advent,m,{noun}
adyacencia,adjacency (quality of being adjacent),f [countable and uncountable],{noun}
adyacente,adjacent,,{adj}
AEC,BCE. Antes de la Era Común,initialism,{noun}
aeda,alternative form of aedo,m,{noun}
aedo,"bard, poet",m [historical],{noun}
añejar,to age,,{v}
añejo,"aged (of or pertaining to food, such as cheese or alcoholic spirits)",,{adj}
aerar,to air (bring something into contact with the air),,{v}
aeróbico,aerobic,,{adj}
aeródromo,airfield,m,{noun}
aerobio,aerobic; aerobe,,{adj}; {noun}
aerodeslizador,hovercraft,m,{noun}
aerodinámica,aerodynamics,f,{noun}
aerodinámico,"aerodynamic, aerodynamical",,{adj}
aeroespacial,Pertaining to Earth's atmosphere and low space; aerospace;,,{adj}
aerofagia,aerophagy,f [pathology],{noun}
aerológico,"aerologic, aerological",,{adj}
aeroligero,microlight,m,{noun}
aerolínea,airline,f,{noun}
aerología,aerology,f,{noun}
aeromoza,"flight attendant, airline stewardess",f [Latin America],{noun}
aeronauta,"aeronaut, airman, pilot",,{n}
aeronave,aircraft; airship,f,{noun}
aeronáutica,aeronautics,f,{noun}
aeronáutico,aeronautic,,{adj}
aeropirata,hijacker,m [aviation],{noun}
aeroplano,"aeroplane (airplane, a winged aircraft)",m [dated],{noun}
aeroportuario,relating to airports,,{adj}
aeropuerto,airport,m,{noun}
aerotransportado,airborne,,{adj}
afabilidad,affability,f,{noun}
afable,"affable, friendly",,{adj}
afablemente,affably,,{adv}
afamado,famous,,{adj}
afanar,"to steal, pinch; to be busy; to work hard",,{v} [colloquial]; {v}; {v}
afanarse,"to toil, to work hard",,{vr}
afear,to make ugly,,{v}
afección,"A complaint, usually medical or legal; A medical condition, or disorder",f,{noun}
afectación,affectation,f,{noun}
afectar,to affect,,{v}
afecto,affection; fondness,m,{noun}
afectuosamente,affectionately,,{adv}
afectuoso,affectionate,,{adj}
afeitado,shave,m,{noun}
afeitadora,"electric shaver, electric razor",f,{noun}
afeitar,to shave,,{v}
afeitarse,to shave (oneself),,{v}
afelio,aphelion,m [astronomy],{noun}
afeminadamente,effeminately,,{adv}
afeminado,effeminate,,{adj}
afeminar,to feminize (to become feminine); to feminize (to make feminine),,{vr}; {vt}
aferrar,"to catch, to hook; to seize",,{v}
affidávit,affidavit,m,{noun}
afgana,feminine form of afgano,f,{noun}
Afganistán,Afghanistan,,{prop}
afgano,Afghan (of or relating to Afghanistan); Afghan (person); Afghan (person from Afghanistan),,{adj}; {noun}
AFI,Agencia Federal de Investigación of Mexico; Alfabeto Fonético Internacional; IPA (International Phonetic Alphabet),acronym,{noun}
afianzamiento,reinforcement,m,{noun}
afianzar,"to make certain; to clinch something; to support, to sustain",,{v}
afiche,poster (advertisement),m [Latin America],{noun}
afición,"hobby; persistence, determination, zeal",f,{noun}
aficionada,feminine form of aficionado,f,{noun}
aficionado,amateur; fond; amateur; fan,,{adj}; {noun}; {noun}
afijo,affix,m,{noun}
afilado,"sharp; cut, edge (of knives); sharpening (of knives)",,{adj}; {noun}; {noun}
afilar,to fuck; to sharpen,,"{vr} [colloquial, Chile]; {vt}"
afiliación,affiliation,f,{noun}
afiliada,affiliate,f,{noun}
afiliado,affiliate; member,m,{noun}
afiliar,to affiliate,,{v}
afimar,to aim,,{v}
afinar,to refine,,{v}
afincar,"to take up residence, settle",,{vi}
afinidad,affinity,f,{noun}
afirmación,claim or statement of something believed to be true,f,{noun}
afirmar,to state,,{v}
afirmativo,affirmative,,{adj}
aflicción,affliction; sorrow,f,{noun}
afligimiento,affliction,m,{noun}
afligir,to afflict,,{v}
aflojar,to loosen,,{v}
aflorar,to emerge; to sift,,{v}
a flor de piel,Just under the surface; On the surface. exposed,,{adv}
afluencia,"inflow, influx",f,{noun}
afluente,"affluent, abundant; flowing; affluent (tributary)",,{adj}; {noun}
afluir,to flow into,,{v}
afán,desire; effort,m,{noun}
afín,affine,,{adj}
afónico,hoarse; without voice or sound,,{adj}
a fondo,"thoroughly, in depth",,{adv}
aforismo,aphorism (short phrase conveying some principle or concept of thought),m,{noun}
aforrar,"to slap; to line, cover the inside",vt [South America],{noun}; {vt}
aforístico,aphoristic,,{adj}
