Spanish Word,Translation,Prevalence,Gender,Part-of-Speech
activación,activation,0.87,F,NOUN
activado,activated,0.83,,ADJ
activador,activator,0.26,,ADJ
activamente,actively,0.9,,ADV
activar,activate,0.93,,VERB
activarlas,activate them,0.26,,VERB
activarlo,activate it,0.69,,VERB
activarse,"activate, go to",0.84,,VERB
actividad,activity,0.99,F,NOUN
activismo,activism,0.87,M,NOUN
activista,activist,0.9,F,NOUN
activo,"asset, in service, active",0.96,,ADJ
activísima,very active,0.26,,ADJ
activó,"asset, activated, active",0.78,,ADJ
acto,"act., act",0.97,M,NOUN
acton,"actor, acton",0.68,,PROPN
actor,actor,0.98,M,NOUN
actors,"actor, actors",0.68,F,NOUN
actriz,actress,0.97,F,NOUN
actua,"to act, act",0.71,,PROPN
actuación,performance,0.94,F,NOUN
actualemente,currently,0.26,,ADV
actualices,update,0.59,,VERB
actualidad,"present, news, today",0.97,F,NOUN
actualización,"update, updating",0.94,F,NOUN
actualizado,updated,0.91,,ADJ
actualizar,"to update, update",0.92,,VERB
actualizarla,update it,0.26,,VERB
actualizarlas,"update them, actualizarse",0.64,,VERB
actualizarme,"update me, actualizarse",0.5,,VERB
actualizarse,"get updated, update",0.64,,VERB
actualmente,"current, currently, now",0.98,,ADV
actuar,"to act, act",0.96,,VERB
actívalas,activate them,0.86,,VERB
acuarelle,"acuarelle, watercolor",0.26,,PROPN
acuario,aquarium,0.84,M,NOUN
acuariofilia,"aquarium hobby, aquatics",0.26,M,NOUN
acuartelado,quartered,0.26,,PROPN
acuchillado,"stabbed, sanding",0.5,,ADJ
acuchillarlo,"stab him, to stab",0.5,,VERB
acuciado,"distressed, beset",0.26,,ADJ
acudido,"attended, visited",0.83,,ADJ
acudir,"go to, go",0.94,,VERB
acudiré,"I will go to, i will go",0.61,,VERB
acueducto,aqueduct,0.59,,ADJ
acuerdo,agreement,1.0,M,NOUN
acuerdoleer,"agreementread, outline agreement, acuerdoleer",0.59,,VERB
acuerdán,agree,0.25,,AUX
acuerno,"agreement, horn",0.25,M,NOUN
acuestas,"Lying, lie down",0.25,,PRON
aculturación,acculturation,0.25,F,NOUN
acumulación,"accumulation, joinder, consolidation",0.87,F,NOUN
acumulado,"accumulated, to accumulate",0.86,,ADJ
acumular,"accumulate, to accumulate",0.88,,VERB
acumularse,"accrue, accumulate, to accumulate",0.5,,VERB
acumulaste,you accumulated,0.25,F,NOUN
acumulativo,cumulative,0.69,,ADJ
acumulándose,"accumulating, piling up",0.25,,VERB
acunar,"coin, cradle",0.25,,VERB
acunarlo,"cradle him, cradle it",0.25,,VERB
acunándolo,"cradling it, cradling him",0.25,,ADJ
acuoso,"aqueous, watery",0.64,,ADJ
acupuntura,acupuncture,0.25,F,NOUN
acura,"acura, sidewalk",0.5,,PROPN
acurrucado,"to curl up, huddled, snuggled up",0.64,,ADJ
acurrucarlo,"cuddle it, snuggle him",0.25,,VERB
acurrucarse,"cuddle, huddle",0.25,,VERB
acusación,accusation,0.9,F,NOUN
acusadamente,sharply,0.25,,ADV
acusado,"marked, accused",0.95,,ADJ
acusador,"accusing, accuser",0.5,M,NOUN
acusar,"to accuse, accuse",0.88,,VERB
acusarla,"accuse her, to accuse",0.5,,VERB
acusarle,accuse him,0.25,,VERB
acusarles,accuse them,0.25,,VERB
acusarlos,"to accuse, accuse them",0.5,,VERB
acusarme,accuse me,0.25,,VERB
acusarnos,accuse us,0.25,,VERB
acusarse,"to accuse, accuse",0.5,,VERB
acusaste,"accused, you accused",0.25,,PROPN
acusatoria,accusatory,0.5,F,NOUN
acustico,acoustic,0.25,,ADJ
acusándoles,accusing them,0.25,,VERB
acuático,"water, aquatic",0.59,,ADJ
acuéstese,"go to bed, lie down, to put to bed",0.5,M,NOUN
acuñación,"coinage, minting",0.59,F,NOUN
acuñado,"coined, to rock",0.8,,ADJ
acuñador,coiner,0.25,M,NOUN
acuñar,"coin, mint, to mint",0.64,,VERB
acuñándola,coining it,0.25,,PROPN
acv,"stroke, acv",0.25,M,NOUN
acá,"come here, here",0.92,,ADV
acéfala,"headless, acéfala",0.25,F,NOUN
acéptalas,accept them,0.5,,VERB
acérrimo,"staunch, obstinate, stalwart",0.77,M,NOUN
acérrimos,staunch,0.64,,AUX
acógela,"take it, welcome her",0.25,,PROPN
acónito,aconite,0.5,M,NOUN
acúsalo,"acúsalo, accuse him",0.25,,ADJ
acústico,acoustic,0.25,,ADJ
adagio,"adage, adagio",0.64,M,NOUN
adalardo,adalardo,0.25,,ADJ
adalberto,"freed, adalberto",0.5,M,NOUN
adalid,champion,0.73,,PROPN
adalto,adalto,0.25,M,NOUN
adamante,"infuriating, adamante",0.5,,PUNCT
adamantina,adamantine,0.24,F,NOUN
adamantino,adamantine,0.24,M,NOUN
adame,"adame, give me",0.24,M,NOUN
adamic,adamic,0.24,,PROPN
adamicus,"macadamia, adamicus",0.59,,VERB
adamo,"adamo, stol aircraft, adam",0.5,M,NOUN
adams,adams,0.91,,PROPN
adani,adani,0.24,,PROPN
adaptabilidad,adaptability,0.24,F,NOUN
adaptación,adaptation,0.95,F,NOUN
adaptado,"to alter, adapted",0.9,,ADJ
adaptador,"adapter, adaptor",0.59,M,NOUN
adaptar,"to alter, adapt, to adapt",0.93,,VERB
adaptarla,"adapt it, to alter",0.73,,VERB
adaptarlas,"adapt them, to alter",0.5,,VERB
adaptarlo,"adapt it, to alter",0.77,,VERB
adaptarlos,"adapt them, to alter",0.5,,VERB
adaptarme,"to alter, adapt",0.59,,VERB
adaptarse,"to alter, adapt",0.94,,VERB
adaptas,"you adapt, adaptas",0.24,,VERB
adaptativo,adaptive,0.74,,ADJ
adaptes,"to alter, adapt, adaptes",0.5,,VERB
adaptándola,"adapting it, to alter",0.5,,VERB
adaptándolas,adapting them,0.24,,VERB
adaptándolo,"adapting it, to alter",0.64,,VERB
adarve,"leather shield, adarve",0.64,,PROPN
adblocker,"adblocker, locker",0.59,,PROPN
adc,"stol aircraft, adc",0.5,,PROPN
adcuado,"adcuado, suitable",0.24,,ADJ
addenda,"addenda, addendum",0.49,,PROPN
addison,addison,0.24,,PROPN
ade,"ade, stol aircraft, bye",0.59,,PROPN
adecuación,"adequacy, adaptation",0.78,F,NOUN
adecuadad,"Adequate, adequate",0.24,F,NOUN
adecuadamente,"adequately, properly, appropriately",0.93,,ADV
adecuado,"appropriate, suitable, suited",0.97,,ADJ
adecuar,adapt,0.73,,VERB
adecuarla,adapt it,0.49,,VERB
adecuarse,adapt,0.49,,VERB
adefas,adefas,0.49,,VERB
adelantar,"forward, advance, to move forward",0.86,,VERB
adelantarle,"overtake him, forward to",0.24,,VERB
adelantarles,"forward them to, overtake them",0.24,,VERB
adelantarnos,"go to, to move forward, get ahead",0.64,,VERB
adelantarse,"go to, to move forward, get ahead",0.71,,VERB
adelantarte,"go ahead, get ahead",0.24,,VERB
adelante,"forward, go ahead",0.98,,ADV
adelanto,"advancement, advance",0.96,M,NOUN
adelgazamiento,slimming,0.59,M,NOUN
adelgazar,"slim down, lose weight, to reduce",0.49,,VERB
adelgazo,"adelgazo, i lose weight",0.24,M,NOUN
adelphi,adelphi,0.24,,PROPN
adelántate,go ahead,0.24,,PROPN
ademá,"also, moreover",0.24,,ADV
ademán,gesture,0.88,M,NOUN
además,"on top of all this, in addition, further",1.0,,ADV
adentrar,"enter, to stress",0.49,,VERB
adentrarnos,"go to, enter",0.59,,VERB
adentrarse,"log on to, enter",0.94,,VERB
adentrarte,"log on to, enter",0.49,,VERB
adentro,"inside, let's go in inside",0.91,,ADV
adentré,"i entered, adentré",0.24,,VERB
adepto,adept,0.24,M,NOUN
adereza,"garnish, season",0.24,F,NOUN
aderezar,"garnish, dress, to season",0.49,,VERB
adeslas,adeslas,0.24,,VERB
adeuda,"owes, owed, to owe",0.49,F,NOUN
adeudado,due,0.24,,ADJ
adeudo,debit,0.59,M,NOUN
adhanom,adhanom,0.24,,PROPN
adherencia,"adhesion, adherence",0.73,F,NOUN
adherido,"attached, to stick, adhered",0.68,,ADJ
adherir,adhere,0.24,,VERB
adherirse,"join, to stick, adhere",0.59,,VERB
adhesivo,adhesive,0.59,,ADJ
adhesión,"adhesion, membership, accession",0.85,F,NOUN
adiccion,addiction,0.49,,PROPN
adicción,addiction,0.93,F,NOUN
adicionalmente,"further, additionally",0.84,,ADV
adicionar,add,0.23,,VERB
adición,addition,0.81,F,NOUN
adicta,"addict, addicted",0.64,F,NOUN
adictivo,addictive,0.86,,ADJ
adicto,"addict, addicted",0.89,M,NOUN
adictu,"adictu, addicted",0.23,,PROPN
adiestrado,trained,0.23,,ADJ
adiestramiento,training,0.83,M,NOUN
adiestrar,train,0.23,,VERB
adiestrarlo,train him,0.23,,VERB
adile,"adile, goodbye",0.59,,PROPN
adinerado,wealthy,0.23,,ADJ
adivina,"guess, to guess",0.83,,VERB
adivinación,"fortune telling, divination, guessing",0.92,F,NOUN
adivinado,"guessed, to guess",0.88,,ADJ
adivinanza,riddle,0.64,,VERB
adivinar,"guess, to guess",0.9,,VERB
adivinarla,guess it,0.23,,VERB
adivinarlo,guess it,0.75,,VERB
adivinarse,"guess, to guess",0.49,,VERB
adivinatorio,divinatory,0.49,M,NOUN
adivino,"fortune teller, fortune-teller",0.81,,ADJ
adiviné,"to guess, I guessed, i guessed",0.64,,VERB
adiós,"bye, adieu, goodbye",0.96,M,NOUN
adjetival,adjectival,0.23,M,NOUN
adjetivarlo,"adjective it, adjectivize it",0.23,,VERB
adjetivo,"adjectival, adjective",0.84,,ADJ
adjudicación,"awarding, award",0.49,F,NOUN
adjudicado,awarded,0.23,,ADJ
adjudicar,"award, to award",0.23,,VERB
adjudicarle,"to award, award you, award him",0.59,,VERB
adjudicarselos,"award them to, award them",0.23,,VERB
adjudicársele,be awarded,0.23,,PROPN
adjuntar,"attach, to attach, to enclose",0.79,,VERB
adjuntarlo,"to enclose, attach it",0.49,,VERB
adjuntarse,attach,0.23,,VERB
adjunto,"deputy, enclosed, attached",0.96,,ADJ
adler,"to flatter, adler",0.92,,PROPN
adleriana,"valerian, adleriana, adlerian",0.71,F,NOUN
adley,adley,0.23,,PROPN
administracion,"admin, administration, management",0.79,F,NOUN
administración,"administration, management",0.98,F,NOUN
administrado,"managed, administered, to manage",0.79,,ADJ
administrador,"administrator, manager",0.9,M,NOUN
administrar,"administer menu, manage, to manage",0.88,,VERB
administrarla,manage it,0.23,,VERB
administrarles,"send them to, manage them",0.23,,VERB
administrarse,"go to, manage",0.23,,VERB
administratio,"administratio, administration",0.23,M,NOUN
administrativo,administrative,0.99,,ADJ
administro,"i manage, I administer, to manage",0.59,,PROPN
adminsitración,"adminsitration, administration",0.23,F,NOUN
adminstración,administration,0.23,F,NOUN
admirablemente,admirably,0.23,,ADV
admiración,admiration,0.91,F,NOUN
admirado,admired,0.83,,ADJ
admirador,"admiring, fan, admirer",0.8,,PROPN
admirar,"to admire, admire",0.83,,VERB
admirarla,"admire it, to admire, admire her",0.59,,VERB
admirarlo,"admire it, admire him",0.23,,VERB
admisión,admission,0.8,F,NOUN
admitido,"permitted, to accept, admitted",0.86,,ADJ
admitiendolo,admitting it,0.23,,ADJ
admitir,"to accept, admit",0.93,,VERB
admitirla,admit it,0.23,,VERB
admitirlo,admit it,0.78,,VERB
admitirme,admit me,0.23,,VERB
admitirse,"be admitted, to reemploy",0.49,,VERB
admon,admon,0.22,F,NOUN
admonición,admonition,0.22,F,NOUN
admítelo,admit it,0.49,M,NOUN
adnoctum,adnoctum,0.22,M,NOUN
ado,ado,0.22,,PROPN
adocenado,"indoctrinated, mundane",0.22,,ADJ
adoctrinado,"indoctrinated, to indoctrinate",0.49,,ADJ
adoctrinamiento,indoctrination,0.84,M,NOUN
adoctrinar,"to indoctrinate, indoctrinate",0.68,,VERB
adoctrinarlos,indoctrinate them,0.22,,VERB
adogmático,"dogmatic, adogmatic",0.58,,ADJ
adolecente,teenager,0.22,F,NOUN
adolecer,suffer,0.22,,VERB
adolecido,"afflicted, adolecido",0.22,,ADJ
adolescencia,"adolescence, typical adolescent behavior",0.89,F,NOUN
adolescent,adolescent,0.22,M,NOUN
adolescente,"teenager, teen, adolescent",0.93,F,NOUN
adolf,"adolf., adobe, adolf",0.77,M,NOUN
adolfo,"adolfo, adult, adolf",0.93,,PROPN
adolphe,adolphe,0.22,,PROPN
adonde,"where to, where",0.88,,SCONJ
adondequiera,wherever,0.64,,PRON
adonix,adonix,0.22,,PROPN
adopción,adoption,0.96,F,NOUN
adoptado,"adopted child, adopted",0.92,,ADJ
adoptant,"adopter, adopant",0.22,,PROPN
adoptar,"to adopt, adopt",0.95,,VERB
adoptarla,"adopt it, adopt her",0.22,,VERB
adoptarlas,adopt them,0.22,,VERB
adoptarlo,adopt it,0.22,,VERB
adoptarlos,adopt them,0.22,,VERB
adoptarse,"to alter, be adopted",0.58,,VERB
adopter,"to adopt, adopter, adopt",0.58,,VERB
adopters,"to adopt, adopters",0.77,,VERB
adoptes,adopt,0.22,,VERB
adoptivo,"adopted, adoptive",0.74,,ADJ
ador,"adored, ador",0.22,M,NOUN
adoración,"adoration, worship",0.91,F,NOUN
adorado,"to adore, adored",0.81,,ADJ
adorador,"adoring, adorer, worshipper",0.64,M,NOUN
adorar,"to adore, worship",0.75,,VERB
adorarlo,"adoring, adore him, worship him",0.49,,VERB
adorarlos,"adoring, adore them, worship them",0.58,,VERB
adormecer,numb,0.22,,VERB
adormecerlo,"lull him to sleep, numb him",0.22,,VERB
adormecerse,"drowse, to make sleepy, go to sleep",0.58,,VERB
adormecido,"numb, to make sleepy, asleep",0.49,,ADJ
adormezca,"numb, go to sleep",0.22,M,NOUN
adormilarnos,"go to sleep, fall asleep",0.22,,VERB
adornado,"fancy, decorated, to decorate, ornate",0.77,,ADJ
adornar,"to decorate, decorate",0.58,,VERB
adornarse,"adorn yourself, decorate",0.22,,VERB
adornarte,"adorn you, decorate yourself",0.22,F,NOUN
adosado,"townhouse, semi-detached",0.68,,ADJ
adotar,"adopt, select",0.22,,VERB
adoter,"adopter, adoter",0.22,,PROPN
adp,adp,0.49,,PART
adpatarse,adapt,0.22,,VERB
adquirido,"acquired, acquired characteristic",0.92,,ADJ
adquirir,"purchase, acquire, i acquire, to acquire",0.96,,VERB
adquirirla,"purchase it at, to acquire, acquire it",0.71,,VERB
adquirirlas,"purchase them, acquire them",0.22,,VERB
adquirirlo,"to acquire, acquire it, purchase it",0.68,,VERB
adquirirlos,"to acquire, acquire them",0.49,,VERB
adquirirse,"can be purchased at, to acquire, be acquired",0.58,,VERB
adquiriré,"I will purchase, i will acquire",0.22,M,NOUN
adquiriéndolos,acquiring them,0.21,,VERB
adquisicion,acquisition,0.49,,PROPN
adquisición,acquisition,0.95,F,NOUN
adquisitivo,"purchasing, acquisitive",0.87,,ADJ
adre,"father, adre",0.21,M,NOUN
adreno,adreno,0.21,M,NOUN
adria,adria,0.21,,PROPN
adrian,"adrian, to sour",0.79,,PROPN
adriana,"adriana, african violet",0.73,F,NOUN
adriano,"hadrian, adriano",0.71,,PROPN
adrien,"shoulder, adrien",0.58,,ADJ
adrián,"the adriatic sea, adrian",0.89,,PROPN
adrollo,adrollo,0.21,M,NOUN
adry,adry,0.21,M,NOUN
ads,"ads, you",0.78,,PROPN
adscribir,"assign, ascribe",0.58,,VERB
adscribirse,"subscribe, sign up",0.21,,VERB
adscricpción,affiliation,0.21,,PROPN
adscripción,"ascription, secondment, attachment",0.7,F,NOUN
adscrito,"seconded, attached",0.68,,ADJ
adsense,"absent, adsense",0.88,F,NOUN
adsl,"dsl, de, adsl",0.92,M,NOUN
adtech,"ad tech, adtech, aztec",0.49,,ADJ
adualista,"adualist, analyst, customs officer",0.69,F,NOUN
aduana,customs,0.8,F,NOUN
aduanero,customs,0.21,,ADJ
aducadamente,"politely, adductively",0.21,,ADV
aducido,"adduced, to give",0.49,,ADJ
aducir,"adduce, to give",0.49,,VERB
adueñarse,"own, take possession, to take over sth",0.58,,VERB
adulación,flattery,0.68,F,NOUN
adulador,"flatterer, sycophant",0.21,M,NOUN
adular,"to flatter, flatter",0.49,,VERB
adularla,flatter her,0.21,,VERB
adularme,flatter me,0.21,F,NOUN
adulterado,"to adulterate, adulterated",0.49,,ADJ
adulterar,adulterate,0.21,,VERB
adulterio,adultery,0.71,,ADJ
adultez,adulthood,0.64,F,NOUN
adulto,adult,0.93,,ADJ
adulón,"greasy, fawning, sycophant",0.58,M,NOUN
adustas,"dour, adustas",0.21,,VERB
adusto,"dour, austere, grim",0.71,,ADJ
adv,"cdv, adv",0.58,,PROPN
advance,advance,0.6,,PROPN
advenedizo,upstart,0.68,,ADJ
advenimiento,advent,0.77,M,NOUN
adventismo,adventism,0.21,M,NOUN
adventure,adventure,0.21,F,NOUN
adverbio,adverb,0.58,M,NOUN
adversario,"adversary, opposing",0.9,,ADJ
adversidad,adversity,0.48,F,NOUN
adverso,adverse,0.71,,ADJ
advertencia,"warning, caveat",0.91,F,NOUN
advertenties,"warnings, advertenties",0.21,,VERB
advertido,"to warn, advised, warned",0.9,,ADJ
advertir,"to warn, caution, warn",0.88,,VERB
advertirle,"advise, warn",0.7,,VERB
advertirles,"warn them, to warn",0.48,,VERB
advertirlo,"please note, warn him",0.21,,VERB
advertirse,"to warn, be warned, be advised",0.48,,VERB
advertirte,"me parece justo, warn you, please be advised",0.48,,VERB
adviento,advent,0.68,M,NOUN
advirtiéndoles,warning them,0.21,,VERB
adware,"un cp infectado por, adware",0.72,M,NOUN
adword,adword,0.21,M,NOUN
adán,"to look sight mess, adam",0.97,,PROPN
adánico,adamic,0.21,,ADJ
adén,aden,0.21,,PROPN
adónde,"where to, where",0.94,,PRON
ae,"anticonceptivo de emergencia, ae",0.8,,DET
aea,"wind turbine generator, aea",0.58,,PROPN
aear,"air, aear",0.21,,VERB
aeat,aeat,0.21,,PROPN
aec,"wind turbine generator, aec",0.48,,PROPN
aecomo,aecomo,0.21,,PRON
aede,aede,0.9,F,NOUN
aedo,aedo,0.21,M,NOUN
aei,aei,0.2,,PROPN
ael,"ael, him",0.2,,INTJ
aemet,"aemet, aerial",0.64,,PROPN
aena,"aena, sand",0.85,,PROPN
aerco,"air, aerco",0.2,M,NOUN
aeris,"aeris, airies",0.2,,PROPN
aerm,aerm,0.2,M,NOUN
aero,"air, aero, wind turbine generator",0.64,M,NOUN
aerodeslizador,hovercraft,0.2,M,NOUN
aerodinámico,aerodynamic,0.58,,ADJ
aerolinea,airline,0.58,F,NOUN
aerolínea,airline,0.79,F,NOUN
aeronave,"aircraft, airship",0.64,F,NOUN
aeronáutica,aeronautics,0.7,F,NOUN
aeronáutico,aeronautical,0.2,M,NOUN
aeroplano,airplane,0.64,M,NOUN
aeroportuario,"airport, port",0.48,M,NOUN
aeropuerto,airport,0.99,M,NOUN
aerosol,aerosol,0.2,M,NOUN
aeróbico,aerobic,0.48,,ADJ
aeródromo,"aerodrome, airfield",0.48,F,NOUN
aesthetic,aesthetic,0.58,,PROPN
aeternae,aeternae,0.2,F,NOUN
af,af,0.2,,SPACE
afa,"afro-caribbean, afa",0.81,,ADV
afabilidad,affability,0.2,F,NOUN
afablemente,affably,0.48,,ADV
afamado,famous,0.64,,ADJ
afanosamente,"busily, painstakingly",0.71,,ADV
afanoso,eager,0.2,,ADJ
afanándote,toiling,0.2,M,NOUN
afaq,afaq,0.2,M,NOUN
afc,"afro-caribbean, afc",0.48,,PROPN
afearle,"reproach him, make him ugly",0.2,,VERB
afección,"complaint, finding / disorder, condition",0.76,F,NOUN
afeccta,"affects, affeccta",0.2,F,NOUN
afectación,"represents, affectation",0.86,F,NOUN
afectadamente,affectedly,0.2,,ADV
afectado,affected,0.99,,ADJ
afectar,"affect, to affect",0.93,,VERB
afectarla,"affect her, affect it",0.2,,VERB
afectarle,affect you,0.2,,VERB
afectarlo,"las críticas no parecen, affect it",0.48,,VERB
afectarlos,"affect them, to fall ill",0.48,,VERB
afectividad,affectivity,0.58,F,NOUN
afectivo,"emotional, affective",0.86,,ADJ
afecto,"affected, sympathetic to sth, affection",0.92,M,NOUN
afectuosamente,"kind regards, affectionately",0.71,,ADV
afectuoso,affectionate,0.71,,ADJ
afeita,"shave, to shave",0.48,M,NOUN
afeitado,"shaved off, shaving, shave",0.64,M,NOUN
afeitar,"shave, to shave",0.85,,VERB
afeitarle,"shave, shave him",0.2,,VERB
afeitarse,"shave, to shave",0.48,,VERB
afeitó,"shaved, to shave",0.58,,ADJ
afeminado,effeminate,0.2,,ADJ
aferrado,"clinging, to anchor",0.79,,ADJ
aferramiento,"clinging, grasping, silting up",0.82,M,NOUN
aferrar,"cling, to anchor, grasp",0.68,,VERB
aferrarnos,"to anchor, hold on, hold on to",0.69,,VERB
aferrarse,"cling, hang on, to anchor",0.87,,VERB
aferrándola,"holding onto her, clinging to it",0.2,,VERB
aferrándote,"holding on, clinging to you",0.2,,ADV
affleck,"affleck, baffle",0.48,,PROPN
afganistán,afghanistan,0.95,,PROPN
afgano,"Afghan, afghan",0.68,,ADJ
afghanistán,afghanistan,0.2,,ADJ
afi,"afi, ipa",0.48,,PRON
afianzado,"secured, entrenched",0.2,,ADJ
afianzar,"consolidate, to consolidate, secure",0.69,,VERB
afianzarse,"take hold, to consolidate, get a foothold",0.48,,VERB
aficción,"complaint, aficción, hobby",0.48,F,NOUN
afiche,poster,0.2,M,NOUN
aficionado,amateur,0.9,M,NOUN
aficionarse,"become a fan, become fond of",0.2,,VERB
aficionó,"aficionado, he was fond of",0.2,M,NOUN
afición,"love, hobby",0.92,F,NOUN
afila,"sharpen, sharpens",0.2,M,NOUN
afilad,sharpen,0.2,M,NOUN
afilado,"sharpening, sharp",0.78,,ADJ
afilador,"sharpener, grinder",0.19,M,NOUN
afilar,sharpen,0.19,,VERB
afiliación,"affiliation, membership",0.83,F,NOUN
afiliado,"affiliate, member",0.71,,ADJ
afiliarlo,affiliate it,0.19,,VERB
afiliarse,join,0.64,,VERB
afilie,affiliate,0.19,,PROPN
afiliiación,affiliation,0.19,F,NOUN
afinado,"to tune, tuned up, tuning",0.68,,ADJ
afinamiento,tuning,0.19,M,NOUN
afinar,"to tune, fine tune, tune",0.71,,VERB
afinarlo,"tune it, tune it up",0.19,,VERB
afincarse,settle,0.19,,VERB
afinidad,affinity,0.88,F,NOUN
afinidades,"affinity, affinities",0.91,,PROPN
afirmacion,"affirmation, statement",0.19,,PROPN
afirmación,"affirmation, statement",0.97,F,NOUN
afirmar,"to state, state, say",0.95,,VERB
afirmarlo,"affirm it, affirm",0.19,,VERB
afirmarlos,affirm them,0.19,,VERB
afirmarse,"assert itself, assert yourself, to state",0.75,,VERB
afirmativamente,affirmatively,0.58,,ADV
afirrmar,affirm,0.19,,VERB
aflautada,"afflutada, fluted",0.19,F,NOUN
aflicción,"his research., affliction, grief",0.88,F,NOUN
afligido,"upset, afflicted",0.73,,ADJ
afligirle,"afflict him, afflict you",0.19,,VERB
afligirte,"to afflict, afflict you",0.48,M,NOUN
afloja,"loosen, loosen up",0.19,F,NOUN
aflojar,"loosen, to loosen, loosen up",0.75,,VERB
aflojarse,"loosen, unfasten",0.19,,VERB
afloramiento,outcrop,0.48,M,NOUN
aflorar,"surface, to surface, outcrop",0.68,,VERB
afluencia,"influx, affluence",0.7,F,NOUN
afluente,tributary,0.58,M,NOUN
afonía,aphonia,0.19,F,NOUN
aforamiento,"gauging, appraisal",0.19,M,NOUN
aforismo,aphorism,0.64,M,NOUN
aforo,"capacity, gauging",0.74,M,NOUN
afortunadamente,fortunately,0.94,,ADV
afortunado,lucky,0.94,,ADJ
afp,afp,1.0,F,NOUN
afreecatv,afreecatv,0.48,,PROPN
afrenta,affront,0.76,F,NOUN
africano,"african, African",0.84,,PROPN
afrikáner,"afrikaner, Afrikaner",0.19,F,NOUN
afro,afro,0.48,,PROPN
afroamericano,"african-american, afro-american, African American",0.72,,ADJ
afrodisíaco,aphrodisiac,0.19,M,NOUN
afrodita,aphrodite,0.48,F,NOUN
afrontado,"to face up to, faced",0.48,,ADJ
afrontamiento,"coping, daze",0.7,M,NOUN
